rotational analysis para
#nmax= 1 NR= 11 Ntheta= 11 Nphi= 11
#jmax= 2 Nalpha= 11 Nphi= 11 Nchi= 11
0.0
1 0.0 0.1268464316133226
2 37.15857925999999 0.1284986137589489
3 37.15857925999999 0.2827278863360345
4 37.158579259999996 0.30949723573675036
13 95.24446446000005 0.016833852784939873
16 136.58744815494748 0.01985181706337391

1.1897743606460991e-14
1 0.0 0.17351600092080666
2 37.15857925999999 0.1498961978720296
3 37.15857925999999 0.3181738890816191
4 37.158579259999996 0.3573107331641571
5 70.1327540850525 0.02379702045419616
13 95.24446446000005 0.03413972315806544
16 136.58744815494748 0.0211088551777478

1.189774360646099e-13
1 0.0 0.038612018366403905
2 37.15857925999999 0.040122380445854346
3 37.15857925999999 0.38178427397503417
4 37.158579259999996 0.30428774518860185
5 70.1327540850525 0.026220931379088673
7 70.13275408505251 0.016389078839191957
13 95.24446446000005 0.0689849128483736
16 136.58744815494748 0.02024397272832791
17 136.58744815494748 0.014520052002693906

1.8441502590014537e-13
1 0.0 0.7564027570032934
2 37.15857925999999 0.307210448099764
3 37.15857925999999 0.062463897445017305
4 37.158579259999996 0.12088247372169911
5 70.1327540850525 0.014395443149346581

3.7690708660483145
6 70.13275408505251 0.1412514664591472
8 70.13275408505251 0.04924710247699953
9 70.13275408505255 0.31191359249669126
10 95.24446445999993 0.15611094832412056
11 95.24446446 0.06441828080054815
12 95.24446446000002 0.28048467764482227
14 95.2444644600001 0.15555781564523743
15 136.58744815494748 0.07776732091924915
17 136.58744815494748 0.029912668696884272
19 136.5874481549475 0.04035479499716035

3.7690708660483265
6 70.13275408505251 0.05022443387788721
8 70.13275408505251 0.059609146593156304
9 70.13275408505255 0.0151068188544758
11 95.24446446 0.13862802085292392
17 136.58744815494748 0.03620656980129648
18 136.5874481549475 0.040261109104687345

3.7690708660483323
6 70.13275408505251 0.10334016811597933
7 70.13275408505251 0.024208929268937182
8 70.13275408505251 0.035884092972722804
11 95.24446446 0.112053186851237
12 95.24446446000002 0.03633662041693852
14 95.2444644600001 0.021350786716210678
17 136.58744815494748 0.021795982516588094
18 136.5874481549475 0.05639635804814613
19 136.5874481549475 0.029804692588853144

3.76907086604838
5 70.1327540850525 0.023542132570901025
7 70.13275408505251 0.10460937269088372
8 70.13275408505251 0.026773588165435565
9 70.13275408505255 0.036027516889337904
10 95.24446445999993 0.08141249346690155
11 95.24446446 0.026973110352442237
12 95.24446446000002 0.05541563041178745
13 95.24446446000005 0.03913435105671535
14 95.2444644600001 0.03157561184158207
15 136.58744815494748 0.29584519624148664
16 136.58744815494748 0.014299481118517886
17 136.58744815494748 0.016262265845865972
18 136.5874481549475 0.0852778495770654
19 136.5874481549475 0.13531210445258585

3.769070866048392
5 70.1327540850525 0.11707462096625336
6 70.13275408505251 0.031851950731030934
7 70.13275408505251 0.08522021561117933
9 70.13275408505255 0.011342951930452075
10 95.24446445999993 0.22795067173005035
11 95.24446446 0.03182942213747509
12 95.24446446000002 0.028646402571793593
13 95.24446446000005 0.048436584661315334
14 95.2444644600001 0.07515225923893754
15 136.58744815494748 0.04756196344679387
16 136.58744815494748 0.07111107402537725
18 136.5874481549475 0.017463437284238083
19 136.5874481549475 0.055007850003100295

3.769070866048398
7 70.13275408505251 0.1361963350723871
9 70.13275408505255 0.21512020464777923
10 95.24446445999993 0.030398159983338755
11 95.24446446 0.031038112643427273
13 95.24446446000005 0.08098463729134805
14 95.2444644600001 0.16285239153309647
15 136.58744815494748 0.42876676956931115
18 136.5874481549475 0.0822431679988253
19 136.5874481549475 0.09350438807752763

3.769070866048416
5 70.1327540850525 0.03705328380569142
6 70.13275408505251 0.11869692499881801
7 70.13275408505251 0.07918646783889186
8 70.13275408505251 0.060094255249032794
9 70.13275408505255 0.17760749576423293
11 95.24446446 0.013158561784853192
12 95.24446446000002 0.18898943987693123
13 95.24446446000005 0.05605876659026905
15 136.58744815494748 0.04518067396485497
16 136.58744815494748 0.022506148521713152
17 136.58744815494748 0.03650122458859455
18 136.5874481549475 0.0732994876005083
19 136.5874481549475 0.12173192740330818

3.7690708660484513
6 70.13275408505251 0.09421413228682238
7 70.13275408505251 0.038177360717671596
8 70.13275408505251 0.1395710236395042
9 70.13275408505255 0.05752324358573455
10 95.24446445999993 0.031110117125276976
11 95.24446446 0.258247894544574
12 95.24446446000002 0.11894989000187436
13 95.24446446000005 0.011337682234512007
15 136.58744815494748 0.06636205456161703
17 136.58744815494748 0.08477537925736346
18 136.5874481549475 0.050726935878704416
19 136.5874481549475 0.09054816261745802

3.769070866048481
6 70.13275408505251 0.1785242863178667
7 70.13275408505251 0.07548613858885259
8 70.13275408505251 0.02271789318711015
9 70.13275408505255 0.33434705359854916
10 95.24446445999993 0.02133438613326213
11 95.24446446 0.030464486999099732
12 95.24446446000002 0.06537978540305021
13 95.24446446000005 0.012041021551320514
15 136.58744815494748 0.0638627006519532
17 136.58744815494748 0.013798838474094386
18 136.5874481549475 0.36659072969378204
19 136.5874481549475 0.10211298944838655

3.7690708660484873
5 70.1327540850525 0.019831012732046762
6 70.13275408505251 0.3356494722790266
7 70.13275408505251 0.24278245564884615
8 70.13275408505251 0.05339152221901627
9 70.13275408505255 0.06071919644351974
10 95.24446445999993 0.06600862789642245
11 95.24446446 0.0636840415150916
12 95.24446446000002 0.03554000458837993
13 95.24446446000005 0.06614057849214633
14 95.2444644600001 0.05484799926025004
15 136.58744815494748 0.018230885622991914
16 136.58744815494748 0.012045348537093827
17 136.58744815494748 0.03242998745166359
18 136.5874481549475 0.14552139040920622
19 136.5874481549475 0.017088136406196282

7.24497118112327
3 37.15857925999999 0.034587196846870394
4 37.158579259999996 0.029884892483392662
5 70.1327540850525 0.030134580033091184
7 70.13275408505251 0.012456410871928236
8 70.13275408505251 0.20461265788027244
10 95.24446445999993 0.02312934381867157
12 95.24446446000002 0.04438853905028001
13 95.24446446000005 0.11718887986643628
14 95.2444644600001 0.06190647498856256
16 136.58744815494748 0.011006212606616609
17 136.58744815494748 0.3368666511446951

7.244971181123311
2 37.15857925999999 0.07634257294300206
3 37.15857925999999 0.04226903375014055
4 37.158579259999996 0.1664177405414005
5 70.1327540850525 0.509174522385989
7 70.13275408505251 0.014388100967323077
8 70.13275408505251 0.020238218478340737
10 95.24446445999993 0.13282619091857914
12 95.24446446000002 0.06758328338306153
16 136.58744815494748 0.05208961417288787
17 136.58744815494748 0.03331944833991057

7.244971181123347
2 37.15857925999999 0.08907047817178487
3 37.15857925999999 0.07818901263520323
4 37.158579259999996 0.011690766714852785
7 70.13275408505251 0.018273715799951636
8 70.13275408505251 0.03497833339580654
10 95.24446445999993 0.013766074783497277
12 95.24446446000002 0.098885540554956
13 95.24446446000005 0.3277198003633559
14 95.2444644600001 0.19990331514556275
16 136.58744815494748 0.07764237682430303
17 136.58744815494748 0.057587023968783985
19 136.5874481549475 0.011099447055597173

7.2449711811234065
2 37.15857925999999 0.03205740062268073
3 37.15857925999999 0.08476631128498933
