0.0 -1591.3458078357646 2.4667171180937193
0.006 -1591.685548307137 2.7838512065608008
0.012 -1591.978224503369 3.1372309343141573
0.018000000000000002 -1592.2240416257428 3.5268563013537895
0.024 -1592.4231833916724 3.9527273076796954
0.03 -1592.5758121007054 4.414843953291879
0.036000000000000004 -1592.682068689525 4.913206238190335
0.042 -1592.7420727759136 5.447814162375066
0.048 -1592.7559226917726 6.018667725846074
0.054 -1592.7236955051665 6.625766928603354
0.06 -1592.645447031421 7.269111770646911
0.066 -1592.52121183329 7.948702251976747
0.07200000000000001 -1592.3510032101713 8.664538372592853
0.078 -1592.1348131763666 9.416620132495233
0.084 -1591.872612428365 10.20494753168389
0.09 -1591.564350301125 11.029520570158821
0.096 -1591.209954713308 11.89033924792003
0.10200000000000001 -1590.8093321014321 12.787403564967512
0.108 -1590.3623673428933 13.72071352130127
0.114 -1589.8689236677785 14.690269116921304
0.12 -1589.3288425594253 15.696070351827611
0.126 -1588.7419436436176 16.738117226020194
0.132 -1588.1080245663873 17.816409739499058
0.138 -1587.4268608602606 18.93094789226419
0.14400000000000002 -1586.6982057989044 20.081731684315596
0.15 -1585.9217902400148 21.268761115653273
0.156 -1585.0973224563738 22.492036186277232
0.162 -1584.2244879549064 23.75155689618747
0.168 -1583.3029492836215 25.047323245383975
0.17400000000000002 -1582.3323458262848 26.37933523386676
0.18 -1581.3122935846573 27.747592861635813
0.186 -1580.2423849481615 29.15209612869115
0.192 -1579.1221884507502 30.59284503503276
0.198 -1577.951248514858 32.069839580660634
0.20400000000000001 -1576.72908518217 33.583079765574794
0.21 -1575.455193831055 35.132565589775226
0.216 -1574.1290448804232 36.71829705326193
0.222 -1572.750083479771 38.340274156034916
0.228 -1571.3177291852048 39.99849689809418
0.234 -1569.8313756211637 41.69296527943972
0.24 -1568.2903901275956 43.423679300071534
0.246 -1566.6941133922965 45.190638959989606
0.252 -1565.0418590681656 46.99384425919397
0.258 -1563.3329133750224 48.83329519768461
0.264 -1561.5665346857184 50.70899177546153
0.27 -1559.7419530961972 52.620933992524705
0.276 -1557.8583699791852 54.56912184887417
0.28200000000000003 -1555.9149575211277 56.5535553445099
0.28800000000000003 -1553.9108582420395 58.57423447943191
0.294 -1551.8271047599567 60.63115925364018
0.3 -1549.6989452255839 62.72432966713474
